tier,namespace,type,api,kind,jalium_sig,wpf_sig,suggestion
3,System.Windows.Automation.Peers,PatternInterface,Toggle,default-value,"Toggle = 16 (implicit; declared 17th, after Text)",Toggle = 15,"Jalium declares Text before Toggle/Transform. Reorder to ...TableItem, Toggle, Transform, Text, ItemContainer... so Toggle's implicit underlying value becomes 15 to match WPF."
3,System.Windows.Automation.Peers,PatternInterface,Transform,default-value,Transform = 17 (implicit; declared 18th),Transform = 16,"Same reorder (Toggle, Transform, Text) yields Transform=16 as in WPF; currently 17."
3,System.Windows.Automation.Peers,PatternInterface,Text,default-value,"Text = 15 (implicit; declared 16th, before Toggle)",Text = 17,"Move Text to after Transform (order: TableItem, Toggle, Transform, Text, ItemContainer) so Text=17 as in WPF; currently 15. Alternatively assign explicit numeric values to the whole enum to pin ordinals."
3,System.Windows.Automation.Peers,ProgressBarAutomationPeer,ProgressBarAutomationPeer,kind-mismatch,"public sealed class ProgressBarAutomationPeer : FrameworkElementAutomationPeer, IRangeValueProvider","public class ProgressBarAutomationPeer : RangeBaseAutomationPeer, IRangeValueProvider",WPF derives from RangeBaseAutomationPeer (missing in Jalium). Jalium re-implements the full IRangeValueProvider inline; introduce RangeBaseAutomationPeer base for parity with Slider/ScrollBar.
3,System.Windows.Automation.Peers,RichTextBoxAutomationPeer,RichTextBoxAutomationPeer,kind-mismatch,public sealed class RichTextBoxAutomationPeer : FrameworkElementAutomationPeer,public class RichTextBoxAutomationPeer : TextAutomationPeer,WPF base is TextAutomationPeer (missing in Jalium). Add TextAutomationPeer base; Jalium currently exposes no Text pattern / children for RichTextBox.
3,System.Windows.Automation.Peers,ScrollBarAutomationPeer,ScrollBarAutomationPeer,kind-mismatch,"public sealed class ScrollBarAutomationPeer : FrameworkElementAutomationPeer, IRangeValueProvider",public class ScrollBarAutomationPeer : RangeBaseAutomationPeer,WPF derives from RangeBaseAutomationPeer (missing). Jalium re-implements IRangeValueProvider inline; reparent onto a RangeBase peer.
3,System.Windows.Automation.Peers,SliderAutomationPeer,SliderAutomationPeer,kind-mismatch,"public sealed class SliderAutomationPeer : FrameworkElementAutomationPeer, IRangeValueProvider",public class SliderAutomationPeer : RangeBaseAutomationPeer,WPF derives from RangeBaseAutomationPeer (missing). Jalium re-implements IRangeValueProvider inline; reparent onto a RangeBase peer.
3,System.Windows.Automation.Peers,TabControlAutomationPeer,TabControlAutomationPeer,kind-mismatch,"public sealed class TabControlAutomationPeer : FrameworkElementAutomationPeer, ISelectionProvider","public class TabControlAutomationPeer : SelectorAutomationPeer, ISelectionProvider",WPF derives from SelectorAutomationPeer (missing). Reparent onto a Selector peer to inherit CanSelectMultiple/GetSelection and CreateItemAutomationPeer.
3,System.Windows.Automation.Peers,TabItemAutomationPeer,.ctor,param-count,public TabItemAutomationPeer(TabItem owner),"public TabItemAutomationPeer(object owner, System.Windows.Automation.Peers.TabControlAutomationPeer tabControlAutomationPeer)",WPF ctor takes the wrapped item (object) plus its owning TabControlAutomationPeer; Jalium takes the TabItem container directly (no SelectorItem hierarchy).
3,System.Windows.Automation.Peers,TabItemAutomationPeer,TabItemAutomationPeer,kind-mismatch,"public sealed class TabItemAutomationPeer : FrameworkElementAutomationPeer, ISelectionItemProvider","public class TabItemAutomationPeer : SelectorItemAutomationPeer, ISelectionItemProvider",Reparent onto a SelectorItemAutomationPeer base (missing) instead of FrameworkElementAutomationPeer.
3,System.Windows.Automation.Peers,TreeViewAutomationPeer,GetSelection,return-type,public AutomationPeer[] GetSelection(),System.Windows.Automation.Provider.IRawElementProviderSimple[] System.Windows.Automation.Provider.ISelectionProvider.GetSelection(),"Framework-wide, Jalium's Jalium.UI.Automation.ISelectionProvider returns AutomationPeer[] instead of IRawElementProviderSimple[]; also the current impl returns Array.Empty (no selected item is surfaced). Not fixable per-type without changing the provider abstraction / wiring real selection."
3,System.Windows.Automation.Peers,TreeViewItemAutomationPeer,SelectionContainer,return-type,public AutomationPeer SelectionContainer { get; },System.Windows.Automation.Provider.IRawElementProviderSimple System.Windows.Automation.Provider.ISelectionItemProvider.SelectionContainer { get; },"Systematic: Jalium's ISelectionItemProvider.SelectionContainer returns AutomationPeer, not IRawElementProviderSimple. Framework-wide provider-abstraction difference, not a per-type fix."
3,System.Windows.Automation.Peers,UIElementAutomationPeer,Owner,accessibility,protected internal UIElement Owner { get; }  // inherited from base AutomationPeer; not re-exposed on the derived peer,public System.Windows.UIElement Owner { get; },"Expose a public UIElement Owner on UIElementAutomationPeer (WPF re-declares it public on the derived peer); Jalium only has the base's protected internal Owner, so peer.Owner is not publicly reachable."
3,System.Windows.Baml2006,Baml2006Reader,"Baml2006Reader(Stream, settings) constructor",param-type,"public Baml2006Reader(System.IO.Stream stream, Jalium.UI.Markup.Baml2006ReaderSettings settings)","public Baml2006Reader(System.IO.Stream stream, System.Xaml.XamlReaderSettings xamlReaderSettings)","2nd parameter type differs: WPF uses System.Xaml.XamlReaderSettings, Jalium substitutes its own Baml2006ReaderSettings. Jalium has no System.Xaml.XamlReaderSettings type; for parity either introduce that type (or a compat alias) and change the parameter, or explicitly document the intentional divergence."
3,System.Windows.Documents.DocumentStructures,BlockElement,BlockElement,kind-mismatch,public abstract class BlockElement { }  // abstract; implicit ctor is protected,"public partial class BlockElement { public BlockElement() { } }  // concrete, instantiable","WPF BlockElement is a concrete public class with a public parameterless constructor (directly instantiable). Jalium marks it abstract, so no accessible public ctor exists. Remove the 'abstract' modifier; the implicit public parameterless ctor then satisfies WPF's 'public BlockElement()'."
3,System.Windows.Documents.DocumentStructures,FigureStructure,FigureStructure : System.Windows.Markup.IAddChild,kind-mismatch,"public sealed class FigureStructure : SemanticBasicElement, IEnumerable<NamedElement>, IEnumerable  // does NOT implement IAddChild","public partial class FigureStructure : SemanticBasicElement, IEnumerable<NamedElement>, IEnumerable, System.Windows.Markup.IAddChild { void IAddChild.AddChild(object value); void IAddChild.AddText(string text); }","Add the markup IAddChild contract (Jalium equivalent: Jalium.UI.Data.IAddChild) to the base list and implement explicit 'void IAddChild.AddChild(object value)' (route to Add(NamedElement)) and 'void IAddChild.AddText(string text)' (WPF ignores whitespace, throws otherwise)."
3,System.Windows.Documents.DocumentStructures,ListItemStructure,ListItemStructure : System.Windows.Markup.IAddChild,kind-mismatch,"public sealed class ListItemStructure : SemanticBasicElement, IEnumerable<BlockElement>, IEnumerable  // does NOT implement IAddChild","public partial class ListItemStructure : SemanticBasicElement, IEnumerable<BlockElement>, IEnumerable, System.Windows.Markup.IAddChild { void IAddChild.AddChild(object value); void IAddChild.AddText(string text); }",Implement Jalium.UI.Data.IAddChild explicitly: 'void IAddChild.AddChild(object value)' (route to Add(BlockElement)) and 'void IAddChild.AddText(string text)' (ignore whitespace).
3,System.Windows.Documents.DocumentStructures,ListStructure,ListStructure : System.Windows.Markup.IAddChild,kind-mismatch,"public sealed class ListStructure : SemanticBasicElement, IEnumerable<ListItemStructure>, IEnumerable  // does NOT implement IAddChild","public partial class ListStructure : SemanticBasicElement, IEnumerable<ListItemStructure>, IEnumerable, System.Windows.Markup.IAddChild { void IAddChild.AddChild(object value); void IAddChild.AddText(string text); }",Implement Jalium.UI.Data.IAddChild explicitly: 'void IAddChild.AddChild(object value)' (route to Add(ListItemStructure)) and 'void IAddChild.AddText(string text)' (ignore whitespace).
3,System.Windows.Documents.DocumentStructures,ParagraphStructure,ParagraphStructure : System.Windows.Markup.IAddChild,kind-mismatch,"public sealed class ParagraphStructure : SemanticBasicElement, IEnumerable<NamedElement>, IEnumerable  // does NOT implement IAddChild","public partial class ParagraphStructure : SemanticBasicElement, IEnumerable<NamedElement>, IEnumerable, System.Windows.Markup.IAddChild { void IAddChild.AddChild(object value); void IAddChild.AddText(string text); }",Implement Jalium.UI.Data.IAddChild explicitly: 'void IAddChild.AddChild(object value)' (route to Add(NamedElement)) and 'void IAddChild.AddText(string text)' (ignore whitespace).
3,System.Windows.Documents.DocumentStructures,SectionStructure,SectionStructure : System.Windows.Markup.IAddChild,kind-mismatch,"public sealed class SectionStructure : SemanticBasicElement, IEnumerable<BlockElement>, IEnumerable  // does NOT implement IAddChild","public partial class SectionStructure : SemanticBasicElement, IEnumerable<BlockElement>, IEnumerable, System.Windows.Markup.IAddChild { void IAddChild.AddChild(object value); void IAddChild.AddText(string text); }",Implement Jalium.UI.Data.IAddChild explicitly: 'void IAddChild.AddChild(object value)' (route to Add(BlockElement)) and 'void IAddChild.AddText(string text)' (ignore whitespace).
3,System.Windows.Documents.DocumentStructures,SemanticBasicElement,SemanticBasicElement,kind-mismatch,public abstract class SemanticBasicElement : BlockElement,public partial class SemanticBasicElement : BlockElement { internal SemanticBasicElement() { } }  // non-abstract,"WPF SemanticBasicElement is non-abstract with an internal constructor; Jalium marks it abstract. Low impact (WPF ctor is internal, so external instantiation is impossible either way); for exact reflection parity drop 'abstract' and use an internal constructor instead."
3,System.Windows.Documents.DocumentStructures,StoryFragment,StoryFragment : System.Windows.Markup.IAddChild,kind-mismatch,"public sealed class StoryFragment : IEnumerable<BlockElement>, IEnumerable  // does NOT implement IAddChild","public partial class StoryFragment : IEnumerable<BlockElement>, IEnumerable, System.Windows.Markup.IAddChild { void IAddChild.AddChild(object value); void IAddChild.AddText(string text); }",Implement Jalium.UI.Data.IAddChild explicitly: 'void IAddChild.AddChild(object value)' (route to Add(BlockElement)) and 'void IAddChild.AddText(string text)' (ignore whitespace).
3,System.Windows.Documents.DocumentStructures,StoryFragments,StoryFragments : System.Windows.Markup.IAddChild,kind-mismatch,"public sealed class StoryFragments : IEnumerable<StoryFragment>, IEnumerable  // does NOT implement IAddChild","public partial class StoryFragments : IEnumerable<StoryFragment>, IEnumerable, System.Windows.Markup.IAddChild { void IAddChild.AddChild(object value); void IAddChild.AddText(string text); }",Implement Jalium.UI.Data.IAddChild explicitly: 'void IAddChild.AddChild(object value)' (route to Add(StoryFragment)) and 'void IAddChild.AddText(string text)' (ignore whitespace).
3,System.Windows.Documents.DocumentStructures,TableCellStructure,TableCellStructure : System.Windows.Markup.IAddChild,kind-mismatch,"public sealed class TableCellStructure : SemanticBasicElement, IEnumerable<BlockElement>, IEnumerable  // does NOT implement IAddChild","public partial class TableCellStructure : SemanticBasicElement, IEnumerable<BlockElement>, IEnumerable, System.Windows.Markup.IAddChild { void IAddChild.AddChild(object value); void IAddChild.AddText(string text); }",Implement Jalium.UI.Data.IAddChild explicitly: 'void IAddChild.AddChild(object value)' (route to Add(BlockElement)) and 'void IAddChild.AddText(string text)' (ignore whitespace).
3,System.Windows.Documents.DocumentStructures,TableRowGroupStructure,TableRowGroupStructure : System.Windows.Markup.IAddChild,kind-mismatch,"public sealed class TableRowGroupStructure : SemanticBasicElement, IEnumerable<TableRowStructure>, IEnumerable  // does NOT implement IAddChild","public partial class TableRowGroupStructure : SemanticBasicElement, IEnumerable<TableRowStructure>, IEnumerable, System.Windows.Markup.IAddChild { void IAddChild.AddChild(object value); void IAddChild.AddText(string text); }",Implement Jalium.UI.Data.IAddChild explicitly: 'void IAddChild.AddChild(object value)' (route to Add(TableRowStructure)) and 'void IAddChild.AddText(string text)' (ignore whitespace).
